OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS,SHAPE
4675485,04092030427,Lee's Kitchen #2 (WCID #712),4638 CAPITAL BLVD,,RALEIGH,NC,27604-4478,(919) 673-5748,2019/07/03 00:00:00+00,Mobile Food Units,21218,-78.57926433,35.84834257,M,
4675486,04092018129,NoRa Cafe,12333 STRICKLAND RD ,SUITE 100,RALEIGH,NC,27613,(919) 232-8321,2019/06/17 00:00:00+00,Restaurant,21222,-78.70279728,35.90556515,M,
4675487,04092018132,Burger Fi,2001 WALNUT ST,101,CARY,NC,27518-9205,(919) 900-8959,2019/07/05 00:00:00+00,Restaurant,21223,-78.7414297,35.75881135,M,
4675488,04092018131,Starbucks NCSU,2610 CATES AVE,,RALEIGH,NC,27607,(919) 513-2013,2019/07/08 00:00:00+00,Restaurant,21224,-78.67872314,35.78447976,M,
4675489,04092018133,SUBWAY #17385,611 E CHATHAM ST ,,CARY,NC,27511,(919) 380-0202,2019/07/10 00:00:00+00,Restaurant,21227,-78.76618435,35.79212101,M,
4675490,04092018135,CHAR-GRILL CARY,3635 SW CARY PKY ,,CARY,NC,27513,(919) 461-7112,2019/07/11 00:00:00+00,Restaurant,21229,-78.83800517,35.78179735,M,
4675491,04092025271,Fujisan @ Sam's Club,2537 S SAUNDERS ST,,RALEIGH,NC,27603,(919) 839-1700,2019/07/12 00:00:00+00,Food Stand,21237,-78.64662048,35.75036893,M,
4675492,04092025270,FujiSan,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2019/07/12 00:00:00+00,Food Stand,21238,-78.53862825,35.9567568,M,
4675493,04092018137,NYC Bagels,263 GRANDE HEIGHTS DR,,CARY,NC,27513,(919) 651-0060,2019/07/15 00:00:00+00,Restaurant,21240,-78.78057485,35.80470293,M,
4675494,04092025272,Harris Teeter #496 Meat/Seafood,940 US 64 HWY W,,APEX,NC,27523-7184,,2019/07/15 00:00:00+00,Food Stand,21243,-78.82197009,35.74562543,M,
4675495,04092018128,Harris Teeter #496 Starbucks,940 US 64 HWY W,,APEX,NC,27523,,2019/07/15 00:00:00+00,Food Stand,21244,-78.82197009,35.74562543,M,
4675496,04092025268,Harris Teeter #495 Produce,8345 CREEDMOOR RD,,RALEIGH,NC,27613,,2019/07/15 00:00:00+00,Food Stand,21245,-78.68223246,35.90105464,M,
4675497,04092025269,Harris Teeter #495 Meat/Seafood,8345 CREEDMOOR RD,,RALEIGH,NC,27613,,2019/07/15 00:00:00+00,Food Stand,21247,-78.68223246,35.90105464,M,
4675498,04092025274,Harris Teeter #496 Deli,940 US 64 HWY W,,APEX,NC,27523-7184,,2019/07/15 00:00:00+00,Food Stand,21246,-78.82197009,35.74562543,M,
4675499,04092025267,Harris Teeter #495 Deli,8345 CREEDMOOR RD,,RALEIGH,NC,27613-1385,,2019/07/15 00:00:00+00,Food Stand,21249,-78.68223246,35.90105464,M,
4675500,04092025273,Harris Teeter #496 Produce,940 US 64 HWY W,,APEX,NC,27523-7184,,2019/07/15 00:00:00+00,Food Stand,21248,-78.82197009,35.74562543,M,
4675501,04092018138,Crema at City Plaza,421 Fayettville ST ,,RALEIGH,NC,27601,(919) 834-7279,2019/07/18 00:00:00+00,Restaurant,21254,-78.63877682,35.77434442,M,
4675502,04092018140,Quality Inn and Suites (breakfast area),1400 E WILLIAMS ST,,APEX,NC,27539,(919) 362-8621,2019/07/19 00:00:00+00,Restaurant,21258,-78.84131209,35.71213569,M,
4675503,04092030428,TACOS LAS CAROLINAS (WCID #715),2500 Burlington Mills Rd,BP Gas Station,WAKE FOREST,NC,27587-2232,(919) 649-7511,2019/07/18 00:00:00+00,Mobile Food Units,21256,-78.54630874,35.91784997,M,
4675504,04092025275,LOVE BAO TAIWANESE KITCHEN,1961 High House RD ,,CARY,NC,27519,(919) 622-3586,2019/07/22 00:00:00+00,Food Stand,21261,-78.84865558,35.78922067,M,
4675505,04092018141,Sheetz,13401 FALLS OF NEUSE RD,,RALEIGH,NC,27614,(919) 554-8858,2019/07/22 00:00:00+00,Restaurant,21262,-78.55932341,35.9435178,M,
4675506,04092018143,Verizon Cary Marketplace,7000 WESTON PKWY,,CARY,NC,27513,(336) 317-4537,2019/07/26 00:00:00+00,Restaurant,21280,-78.79195185,35.83092875,M,
4675507,04092018144,Harris Teeter #495 Starbucks,8345 Creedmoor RD ,,RALEIGH,NC,27613,,2019/06/18 00:00:00+00,Restaurant,21283,-78.68223246,35.90105464,M,
4675508,04092025277,Apex High School Culinary Arts,1501 LAURA DUNCAN RD,,APEX,NC,27523-1539,,2019/08/01 00:00:00+00,Food Stand,21309,-78.83842351,35.74580476,M,
4675509,04092018145,Gamers Geekery & Tavern,107 EDINBURGH SOUTH DR,,CARY,NC,27511,(919) 650-2366,2019/07/26 00:00:00+00,Restaurant,21286,-78.79806693,35.73669743,M,
4675510,04092025279,Sushi with Gusto at Atrium Food Court,2 BROUGHTON DR,,RALEIGH,NC,27607,(407) 968-2492,2019/08/08 00:00:00+00,Food Stand,21333,-78.67872314,35.78447976,M,
4675511,04092110535,Apex High School Cafeteria,1501 LAURA DUNCAN RD ,,APEX,NC,27502,(919) 387-2208 ext. 27229,2019/08/01 00:00:00+00,Public School Lunchrooms,21315,-78.83842351,35.74580476,M,
4675512,04092030437,Captain John's Seafood (WCID #730),308 Southtown Circle,,ROLESVILLE,NC,27591,(919) 717-7598,2019/08/08 00:00:00+00,Mobile Food Units,21335,-78.47039393,35.91648281,M,
4675513,04092018150,Shake Shack #1294,310 COLONADES WAY,,CARY,NC,27518,(919) 230-9390,2019/08/11 00:00:00+00,Restaurant,21339,-78.77756452,35.73853427,M,
4675514,04092018152,JOLIE,620 N PERSON ST,,RALEIGH,NC,27604,(919) 803-7221,2019/08/13 00:00:00+00,Restaurant,21341,-78.63406305,35.78882667,M,
4675515,04092040374,Wicked Links #6 (WCID #733),11800 Galaxy Drive,,WAKE FOREST,NC,27587,(919) 855-8548,2019/08/14 00:00:00+00,Pushcarts,21342,-78.53879374,35.96798946,M,
4675516,04092110537,North Ridge Elementary School Cafeteria,7120 HARPS MILL RD,,RALEIGH,NC,27615-5322,(919) 870-4100,2019/08/14 00:00:00+00,Public School Lunchrooms,21343,-78.62266514,35.88122781,M,
4675517,04092110536,Barton Pond Elementary School Cafeteria,12004 STRICKLAND RD,,RALEIGH,NC,27613,,2019/08/14 00:00:00+00,Public School Lunchrooms,21344,-78.69600737,35.90795082,M,
4675518,04092018148,Biscuitville #194,3928 WESTERN BLVD,,RALEIGH,NC,27606,,2019/08/21 00:00:00+00,Restaurant,21382,-78.69252396,35.78575692,M,
4675519,04092018153,Union Special,2409 CRABTREE BLVD,,RALEIGH,NC,27604,(984) 200-3094,2019/08/23 00:00:00+00,Restaurant,21389,-78.61383257,35.80541224,M,
4675520,04092018158,Dunkin Donuts #349131,8401 Capital  BLVD ,,RALEIGH,NC,27616,(919) 521-4960,2019/08/27 00:00:00+00,Restaurant,21405,-78.55984932,35.89382822,M,
4675521,04092018154,Wegmans #108 - Main Kitchen,1200 WAKE TOWNE DR,,RALEIGH,NC,27609,(984) 960-5600,2019/08/23 00:00:00+00,Restaurant,21390,-78.62082881,35.82131683,M,
4675522,04092018160,Dunkin' #351119,999 DURHAM  RD ,STE 103,WAKE FOREST,NC,27587,(919) 556-9007,2019/08/27 00:00:00+00,Restaurant,21407,-78.54726425,35.97582905,M,
4675523,04092018161,DUNKIN' #348561,8201 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 847-0245,2019/08/27 00:00:00+00,Restaurant,21408,-78.68124087,35.8986354,M,
4675524,04092018162,3 Olives Pizza & Deli,1493 GARNER STATION BLVD,,RALEIGH,NC,27603,(919) 777-3530,2019/08/27 00:00:00+00,Restaurant,21412,-78.65551681,35.72344884,M,
4675525,04092018159,Dunkin Donuts #348408,13600  New Falls of Neuse RD ,,RALEIGH,NC,27614,(919) 556-0335,2019/08/27 00:00:00+00,Restaurant,21406,-78.55751941,35.94316638,M,
4675526,04092018163,DUNKIN' #347603,13240 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 890-0089,2019/08/28 00:00:00+00,Restaurant,21413,-78.72644486,35.90762548,M,
4675527,04092018164,DUNKIN' #347369,8710-100 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 784-0050,2019/08/28 00:00:00+00,Restaurant,21414,-78.74405677,35.88733073,M,
4675528,04092018155,Char-Grill Wake Forest,13600 CAPITAL BLVD,,WAKE FOREST,NC,27587,(919) 554-2000,2019/08/21 00:00:00+00,Restaurant,21421,-78.52002008,36.00462913,M,
4675529,04092030440,Taco Veloz  (WCID #736),1312 N ARENDELL AVE,,ZEBULON,NC,27597-8732,(914) 497-2580,2019/08/26 00:00:00+00,Mobile Food Units,21422,-78.32392723,35.83867598,M,
4675530,04092018166,UNC HEALTHCARE MOTOWN CAFE,1025 Think  PL ,,MORRISVILLE,NC,27560,(984) 974-7894,2019/09/03 00:00:00+00,Restaurant,21427,-78.83605482,35.8571005,M,
4675531,04092018172,Jersey Boy Subs #001,943 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 552-8255,2019/09/06 00:00:00+00,Restaurant,21445,-78.78267477,35.59365979,M,
4675532,04092018170,Chandelier Catering,1077 DARRINGTON DR,,CARY,NC,27513,(336) 202-2792,2019/09/04 00:00:00+00,Restaurant,21446,-78.81667892,35.79929267,M,
4675533,04092018171,Harris Teeter #494 Deli,1273 NW MAYNARD RD,,CARY,NC,27513,(919) 380-9955,2019/08/26 00:00:00+00,Restaurant,21447,-78.81194009,35.78535151,M,
4675534,04092025281,Harris Teeter #494 Meat/Seafood,1273 NW MAYNARD RD,,CARY,NC,27513,,2019/08/26 00:00:00+00,Food Stand,21448,-78.81194009,35.78535151,M,
4675535,04092025280,Harris Teeter #494 Produce,1273 NW MAYNARD RD,,CARY,NC,27513,,2019/08/26 00:00:00+00,Food Stand,21449,-78.81194009,35.78535151,M,
4675536,04092018174,Farm House Cafe,320 Vintage Point LN ,,WENDELL,NC,27591,(919) 374-7227,2019/09/10 00:00:00+00,Restaurant,21464,-78.4287732,35.77122099,M,
4675537,04092018173,Weaver Street Market,404 W HARGETT ST,,RALEIGH,NC,27603-1806,(919) 429-7800,2019/09/15 00:00:00+00,Restaurant,21483,-78.64555664,35.77871833,M,
4675538,04092018177,Fusion Nine,1012-150 MORRISVILLE PKY ,,MORRISVILLE,NC,27560-9367,(984) 465-0060,2019/09/15 00:00:00+00,Restaurant,21484,-78.82189875,35.81021926,M,
4675539,04092025282,Alimentari,500 E DAVIE ST,Suite 136,RALEIGH,NC,27601,(919) 316-0468,2019/09/17 00:00:00+00,Restaurant,21504,-78.63206282,35.77487676,M,
4675540,04092018178,SmokeStacks Cafe,701 E LANE ST ,,RALEIGH,NC,27601,(919) 736-6408,2019/09/18 00:00:00+00,Restaurant,21520,-78.62913782,35.78369533,M,
4675541,04092018183,L.A. Horchateria Coffee Shop,2261 NEW HOPE CHURCH RD,,RALEIGH,NC,27604,(919) 809-8201,2019/09/24 00:00:00+00,Restaurant,21575,-78.60062541,35.83624582,M,
4675542,04092018191,Burger Fi RDU,2400 JOHN BRANTLEY BLVD,,MORRISVILLE,NC,27560,,2019/10/01 00:00:00+00,Restaurant,21648,-78.7893961,35.86970016,M,
4675543,04092018192,Cava Midtown,1100 Merchantile DR ,Suite 100,RALEIGH,NC,27609,(919) 276-4591,2019/10/01 00:00:00+00,Restaurant,21649,-78.62082881,35.82131683,M,
4675544,04092018187,Zaxby's,1021 N Harrison AVE ,,RALEIGH,NC,27513,(919) 481-2070,2019/09/26 00:00:00+00,Restaurant,21594,-78.78302381,35.80363397,M,
4675545,04092160087,Coventry House of Zebulon Kitchen,1225 W Gannon AVE ,,ZEBULON,NC,27597,(919) 375-4504,2019/10/02 00:00:00+00,Institutional Food Service,21644,-78.28357308,35.83162073,M,
4675546,04092030444,And Also With 'Cue (WCID #743),99 N Salisbury ST,,RALEIGH,NC,27603,(919) 832-4485,2019/10/11 00:00:00+00,Mobile Food Units,21737,-78.64073856,35.78096884,M,
4675547,04092018197,Supabowlz Cafe,150 W HOLLY SPRINGS RD ,,HOLLY SPRINGS,NC,27540,,2019/10/11 00:00:00+00,Restaurant,21736,-78.83588526,35.6557607,M,
4675548,04092018201,Subway #1570,2720 LAKE WHEELER RD,,RALEIGH,NC,27603,(919) 307-3004,2019/10/14 00:00:00+00,Restaurant,21753,-78.68034205,35.74406085,M,
4675549,04092018199,Fairfield Inn & Suites by Marriott Foodservice,12051 RETAIL DR,,WAKE FOREST,NC,27587,(919) 435-7056,2019/10/14 00:00:00+00,Restaurant,21755,-78.54414941,35.97661971,M,
4675550,04092018202,BREEZE THRU #30005,5016 Commons Hill DR ,,CARY,NC,27519,(919) 462-8316,2019/10/16 00:00:00+00,Restaurant,21763,-78.87216706,35.80199242,M,
4675551,04092025286,Marco's Pizza #8403,1487 KELLY RD,,APEX,NC,27502-9572,(919) 446-5555,2019/10/25 00:00:00+00,Restaurant,21792,-78.89528074,35.73604019,M,
4675552,04092018204,Rosewater Kitchen and Bar,110 PARK AT NORTH HILLS ST,,RALEIGH,NC,27609,(919) 424-7886,2019/10/18 00:00:00+00,Restaurant,21774,-78.64031598,35.83755199,M,
4675553,04092018207,NAFKOT ETHIOPIAN RESTAURANT,2109-146 AVENT FERRY RD ,,RALEIGH,NC,27606-2198,(919) 886-8815,2019/10/28 00:00:00+00,Restaurant,21796,-78.67605304,35.77835842,M,
4675554,04092018208,Harris Teeter #21 Starbucks,500 OBERLIN RD ,,RALEIGH,NC,27605,(919) 828-9216,2019/10/29 00:00:00+00,Restaurant,21799,-78.66105896,35.79148992,M,
4675555,04092025288,Food Lion #2244 Deli,7905 FALLS OF NEUSE RD,,RALEIGH,NC,27615,(919) 847-8159,2019/10/29 00:00:00+00,Food Stand,21800,-78.62699797,35.89303807,M,
4675556,04092025289,Food Lion #2244 Produce,7905 FALLS OF NEUSE RD,,RALEIGH,NC,27615,(919) 847-8159,2019/10/29 00:00:00+00,Food Stand,21801,-78.62699797,35.89303807,M,
4675557,04092018209,VICINO'S PIZZA,962A Airport BLVD ,,MORRISVILLE,NC,27560,,2019/10/30 00:00:00+00,Restaurant,21804,-78.82039891,35.85719025,M,
4675558,04092300289,Food Lion #2244 Meat/Seafood,7905 Falls of Neuse Road,,RALEIGH,NC,27615,(919) 847-8159,2019/10/29 00:00:00+00,Meat Market,21802,-78.62699797,35.89303807,M,
4675559,04092018211,Town Hall Burger and Beer of Holly Springs,301 MATTHEWS DR,,HOLLY SPRINGS,NC,27540,,2019/10/30 00:00:00+00,Restaurant,21807,-78.79440651,35.66435704,M,
4675560,04092018212,Brooklyn Pickle,4025 LAKE BOONE TRL,,RALEIGH,NC,27607,(919) 925-3400,2019/10/31 00:00:00+00,Restaurant,21815,-78.6970997,35.81457601,M,
4675561,04092025290,Chick-Fil-A Crabtree Valley Mall #00060,4325 Glenwood  AVE ,Unit 2047,RALEIGH,NC,27612,(919) 782-1911,2019/10/31 00:00:00+00,Food Stand,21810,-78.67900996,35.83931725,M,
4675562,04092018215,Which Wich #280,413 WOODBURN RD ,,RALEIGH,NC,27605,(919) 833-9424,2019/11/04 00:00:00+00,Restaurant,21824,-78.6602578,35.78996917,M,
4675563,04092018214,Culver's of Apex #730,1401 KELLY RD,,APEX,NC,27502,(919) 372-5610,2019/11/04 00:00:00+00,Restaurant,21825,-78.89533507,35.73713785,M,
4675564,04092025292,Kitchen Archive,2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 920-6309,2019/11/05 00:00:00+00,Food Stand,21827,-78.63902823,35.7520526,M,
4675565,04092030448,NC Burger (WCID #731),10125 DIVISION DR ,,RALEIGH,NC,27603-5664,(919) 614-0959,2019/11/05 00:00:00+00,Mobile Food Units,21829,-78.71143305,35.63398146,M,
4675566,04092018216,Nukkad Restaurant,1710 HIGH HOUSE RD,,CARY,NC,27513,(919) 378-9083,2019/11/05 00:00:00+00,Restaurant,21828,-78.84401449,35.79274101,M,
4675567,04092030447,Oak City Fish and Chips #2 (WCID #627),2822 NEW BIRCH DR,102,RALEIGH,NC,27610-7002,(336) 587-1852,2019/11/05 00:00:00+00,Mobile Food Units,21830,-78.5988819,35.74570676,M,
4675568,04092018218,PEAK ON SALEM,126 N Salem ST ,,APEX,NC,27502,(919) 446-6060,2019/11/06 00:00:00+00,Restaurant,21833,-78.8506564,35.73153236,M,
4675569,04092018219,BIG SERGIO'S PIZZA OF APEX,2127 TEN TEN RD ,,APEX,NC,27539,(919) 303-1770,2019/11/06 00:00:00+00,Restaurant,21834,-78.81811359,35.72082295,M,
4675570,04092018221,Showmars,4203 CORNERS PKWY,Suite 120,RALEIGH,NC,27617,(984) 888-0161,2019/11/07 00:00:00+00,Restaurant,21841,-78.78791959,35.9189124,M,
4675571,04092018223,Jumbo China,404-183 E SIX FORKS RD ,,RALEIGH,NC,27609,(919) 546-8858,2019/11/07 00:00:00+00,Restaurant,21838,-78.62606423,35.81908341,M,
4675572,04092018222,Harris Teeter #136 Starbucks,9600 FALLS OF NEUSE RD,,RALEIGH,NC,27615,(919) 676-6614,2019/11/07 00:00:00+00,Restaurant,21842,-78.60013448,35.90523089,M,
4675573,04092030450,EL SAZON DE HIDALGO (WCID #746),4211 Capital BLVD ,11am  to 9pm ,RALEIGH,NC,27604,(919) 523-9084,2019/11/08 00:00:00+00,Mobile Food Units,21844,-78.58203133,35.83846882,M,
4675574,04092018225,Firehouse Subs #487,1551 US 70  HWY W ,,GARNER,NC,27529,(919) 662-4801,2019/11/12 00:00:00+00,Restaurant,21845,-78.64815222,35.72323486,M,
4675575,04092018228,Hady International Food,717-199 E MARTIN ST ,,RALEIGH,NC,27610,(919) 741-1111,2019/11/13 00:00:00+00,Restaurant,21849,-78.62694565,35.77678342,M,
4675576,04092018232,Planet Smoothie,2808 ROGERS RD,101,WAKE FOREST,NC,27587,(984) 237-0016,2019/11/15 00:00:00+00,Restaurant,21854,-78.52660249,35.95272354,M,
4675577,04092018235,Amberly Local,718 SLASH PINE DR,,CARY,NC,27519,(919) 650-2546,2019/11/19 00:00:00+00,Restaurant,21865,-78.90892881,35.83075801,M,
4675578,04092018237,Aviator Pizzeria & Beer Shop,601 E BROAD ST,,FUQUAY VARINA,NC,27526-1709,(919) 346-8206,2019/11/21 00:00:00+00,Restaurant,21869,-78.79337176,35.59304771,M,
4675579,04092018238,Starbucks #57972,4203 FAYETTEVILLE RD,,RALEIGH,NC,27603,(919) 757-1181,2019/11/22 00:00:00+00,Restaurant,21871,-78.65202015,35.72206519,M,
4675580,04092030452,Empanadas RD #1 (WCID #749),2201 S Wilmington ST ,,RALEIGH,NC,27603,(336) 343-2272,2019/11/26 00:00:00+00,Mobile Food Units,21877,-78.63902823,35.7520526,M,
4675581,04092025294,Harris Teeter #330 Starbucks,1151 TRYON VILLAGE DR,,CARY,NC,27518,(919) 233-3476,2019/11/26 00:00:00+00,Food Stand,21876,-78.74322595,35.74716476,M,
4675582,04092025297,Pizza Hut #2024,8111-167 Creedmoor  RD ,,RALEIGH,NC,27612,(919) 848-9890,2019/12/03 00:00:00+00,Food Stand,21883,-78.68248846,35.8985009,M,
4675583,04092018248,PIZZA HUT #2025,6429-C GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 781-1133,2019/12/03 00:00:00+00,Restaurant,21882,-78.70717553,35.85846715,M,
4675584,04092025298,Pizza Hut Delivery #036624,4011 Capital BLVD ,,RALEIGH,NC,27604,(919) 790-8111,2019/12/03 00:00:00+00,Food Stand,21886,-78.5837309,35.83623673,M,
4675585,04092025295,PIZZA HUT #1303,1009 E Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 552-0771,2019/12/04 00:00:00+00,Food Stand,21885,-78.78267477,35.59365979,M,
4675586,04092018250,Pizza Hut #036586,3691 New Bern AVE ,,RALEIGH,NC,27610,(919) 900-8096,2019/12/03 00:00:00+00,Restaurant,21887,-78.5792389,35.79885066,M,
4675587,04092018251,Pizza Hut #036631,1805 Aversboro RD ,,GARNER,NC,27529,(919) 779-9200,2019/12/03 00:00:00+00,Restaurant,21890,-78.61707232,35.68585652,M,
4675588,04092018259,Las Marias Tacos Y Pupusas Restaurant ,1600 Ronald DR ,STE 107,RALEIGH,NC,27609,(919) 977-8149,2019/12/10 00:00:00+00,Restaurant,21908,-78.61018997,35.83816391,M,
4675589,04092018263,Cadence Assisted Living of Garner Foodservice,200  Minglewood DR ,,GARNER,NC,27529,(919) 773-1550,2019/12/11 00:00:00+00,Restaurant,21913,-78.61883973,35.68150161,M,
4675590,04092018264,Cadence at Wake Forest Dining,3218  Heritage Trade DR ,,WAKE FOREST,NC,27587,(919) 569-2101,2019/12/11 00:00:00+00,Restaurant,21915,-78.51669534,35.95099722,M,
4675591,04092025302,PIZZA HUT #36600,3116 HILLSBOROUGH ST ,STE 103,RALEIGH,NC,27607,(919) 833-1213,2019/12/12 00:00:00+00,Food Stand,21922,-78.67828887,35.79041926,M,
4675592,04092018253,Pizza Hut,10911-111 RAVEN RIDGE RD ,,RALEIGH,NC,27614,(919) 847-7377,2019/12/04 00:00:00+00,Restaurant,21899,-78.59143464,35.90654489,M,
4675593,04092018265,Verena at Bedford Falls,1580 DUNN RD,,RALEIGH,NC,27614-9308,(919) 846-7216,2019/12/12 00:00:00+00,Restaurant,21924,-78.5866289,35.92446548,M,
4675594,04092018268,COMFORT INN OF FUQUAY BREAKFAST,7616 PURFOY RD ,,FUQUAY VARINA,NC,27526,(919) 557-9000,2019/12/13 00:00:00+00,Restaurant,21926,-78.77411336,35.58999797,M,
4675595,04092018266,WOK ON FIRE,1216 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 466-0888,2019/12/16 00:00:00+00,Restaurant,21930,-78.88929615,35.84835999,M,
4675596,04092018269,Norse Brewing Company,203 BROOKS ST,,WAKE FOREST,NC,27587,(919) 554-4555,2019/12/16 00:00:00+00,Restaurant,21931,-78.50814626,35.97739278,M,
4675597,04092018271,Marco's Pizza 8533,5621 ATLANTIC AVE,,RALEIGH,NC,27615,(919) 916-1500,2019/12/10 00:00:00+00,Restaurant,21934,-78.60033173,35.86226615,M,
4675598,04092018270,Seol Grille,2310 WALNUT ST,,CARY,NC,27518,(984) 241-9112,2019/12/16 00:00:00+00,Restaurant,21932,-78.74212586,35.75337568,M,
4675599,04092018273,PandyaNad,4325 GLENWOOD AVE,,RALEIGH,NC,27612,(919) 615-2063,2019/12/12 00:00:00+00,Food Stand,21935,-78.67900996,35.83931725,M,
4675600,04092018275,Cadence Living North Raleigh Dining,5219 OLD WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 876-6316,2019/12/20 00:00:00+00,Restaurant,21938,-78.60482357,35.85273532,M,
4675601,04092018276,Chuan Cafe,2004 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 594-1772,2019/12/20 00:00:00+00,Restaurant,21939,-78.60562466,35.77870975,M,
4675602,04092030457,Fatboys Kitchen LLC #2 (WCID #631),10125  Division DR ,,RALEIGH,NC,27603,(919) 798-8789,2019/12/23 00:00:00+00,Mobile Food Units,21940,-78.71143305,35.63398146,M,
4675603,04092018277,PIZZA HUT #036626,920 NE Maynard RD ,,CARY,NC,27513,(919) 469-9991,2019/12/27 00:00:00+00,Restaurant,21944,-78.76838418,35.80043542,M,
4675604,04092018287,Zanyu Asian Noodles,8450 HONEYCUTT RD ,STE. 112,RALEIGH,NC,27615,(919) 803-1340,2020/01/07 00:00:00+00,Restaurant,21959,-78.62166264,35.89510631,M,
4675605,04092018290,V PIZZA,1389 Kildaire Farm RD ,,CARY,NC,27511,(919) 650-1821,2020/01/14 00:00:00+00,Restaurant,21966,-78.7827626,35.75908185,M,
4675606,04092018294,Chick-Fil-A #4239,1010 FORESTVILLE RD,,WAKE FOREST,NC,27587,(919) 554-6995,2020/01/15 00:00:00+00,Restaurant,21968,-78.50659734,35.94595764,M,
4675607,04092018297,FLASK & BEAKER AT STATEVIEW HOTEL,2451 Alumni DR ,,RALEIGH,NC,27606,(919) 743-0055,2020/01/21 00:00:00+00,Restaurant,21974,-78.67777654,35.76375243,M,
4675608,04092018291,Touchdown Sports Bar,3601 NEW BERN AVE,,RALEIGH,NC,27610,(919) 615-2010,2020/01/15 00:00:00+00,Restaurant,21970,-78.579872,35.79679992,M,
4675609,04092018298,Dunkin' #358815,208 MATTHEWS DR ,,HOLLY SPRINGS,NC,27540,,2020/01/21 00:00:00+00,Restaurant,21977,-78.79563484,35.66473278,M,
4675610,04092018301,Memo's Pizza,877 E Gannon AVE ,Suite 105,ZEBULON,NC,27597,(919) 646-0064,2019/12/31 00:00:00+00,Restaurant,21983,-78.29418632,35.83016256,M,
4675611,04092025306,Pizza Hut 06316,6330 ROGERS RD,,ROLESVILLE,NC,27571,(984) 237-0021,2020/01/24 00:00:00+00,Food Stand,21987,-78.46695786,35.92118072,M,
4675612,04092018305,Miso Ramen,970 HIGH HOUSE RD,,CARY,NC,27513,(984) 333-0110,2020/01/27 00:00:00+00,Restaurant,21989,-78.82691634,35.78842126,M,
4675613,04092018300,AC Hotel Raleigh North Hills Level 7,101 PARK AT NORTH HILLS ST ,,RALEIGH,NC,27609,(919) 571-2500,2020/01/24 00:00:00+00,Restaurant,21982,-78.64018864,35.83817241,M,
4675614,04092018306,MC Restaurant,324 S ACADEMY ST ,,CARY,NC,27511,(919) 302-3690,2020/01/27 00:00:00+00,Restaurant,21990,-78.78164252,35.78328184,M,
4675615,04092018309,Panera Bread #9206 at Wake Med,3000 NEW BERN AVE,,RALEIGH,NC,27610,(984) 247-8902,2020/01/27 00:00:00+00,Restaurant,21991,-78.58796431,35.78391192,M,
4675616,04092018308,Stars and Strikes,4020 CAPITAL BLVD,Suite 160,RALEIGH,NC,27604,(678) 965-5707,2020/01/27 00:00:00+00,Restaurant,21992,-78.57967665,35.83551025,M,
4675617,04092018307,Szechuan Mansion Restaurant,1353 KILDAIRE FARM RD,,CARY,NC,27511,(919) 800-1802,2020/01/27 00:00:00+00,Restaurant,21993,-78.78193785,35.75976468,M,
4675618,04092018303,The Parkway Tavern,982 HIGH HOUSE RD,,CARY,NC,27513,(919) 234-0018,2020/01/27 00:00:00+00,Restaurant,21994,-78.82691634,35.78842126,M,
4675619,04092025307,The Panini Co @ MSFH,411 W MORGAN ST,,RALEIGH,NC,27603,(919) 414-2291,2020/01/27 00:00:00+00,Food Stand,21996,-78.6456934,35.77945659,M,
4675620,04092018304,Crab du Jour Cajun Seafood Restaurant & Bar,6320 PLANTATION CENTER DR,,RALEIGH,NC,27616,(919) 803-2016,2020/01/27 00:00:00+00,Restaurant,21995,-78.5823769,35.87315531,M,
4675621,04092110538,Wiley Elementary School Cafe,301 ST MARYS ST,,RALEIGH,NC,27605-1731,(919) 856-7723,2020/01/27 00:00:00+00,Public School Lunchrooms,21997,-78.65174531,35.78472142,M,
4675622,04092018311,China Wok,2720 Lake Wheeler RD ,,RALEIGH,NC,27603,(919) 821-3038,2020/01/28 00:00:00+00,Restaurant,21999,-78.68034205,35.74406085,M,
4675623,04092018310,Mission Market Cafe,124 N SALEM ST,,APEX,NC,27502,(919) 629-4064,2020/01/28 00:00:00+00,Restaurant,22000,-78.85070691,35.73146061,M,
4675624,04092018314,TASTE,1912 BERNARD ST ,,RALEIGH,NC,27608,(919) 322-0518,2020/02/03 00:00:00+00,Restaurant,22017,-78.6305369,35.8074925,M,
4675625,04092018315,Irregardless cafe,901 W MORGAN ST ,,RALEIGH,NC,27603-1511,(919) 833-8898,2020/02/06 00:00:00+00,Restaurant,22022,-78.65602922,35.78118568,M,
